Provincia;Municipio;Localidad;Código postal;Dirección;Margen;Longitud;Latitud;Toma de datos;Precio gasolina 95 E5;Precio gasolina 95 E10;Precio gasolina 95 E5 Premium;Precio gasolina 98 E5;Precio gasolina 98 E10;Precio gasóleo A;Precio gasóleo Premium;Precio gasóleo B;Precio gasóleo C;Precio bioetanol;Precio biodiésel;Precio gases licuados del petróleo;Precio gas natural comprimido;Precio gas natural licuado;Precio hidrógeno;Rótulo;Tipo venta;Rem.;Horario;Tipo servicio
CIUDAD REAL;BOLAÑOS DE CALATRAVA;BOLAÑOS DE CALATRAVA;13260;SECTOR 5 LOS CALARES, 1;D;-3.653778;38.897083;12/11/24 10:01;1.427;;;;;1.329;;0.948;;;;0.985;;;;COOVIMAG;P;dm;L: 24H;L: 24H (D)
CIUDAD REAL;BOLAÑOS DE CALATRAVA;BOLAÑOS DE CALATRAVA;13260;CARRETERA CM 4124 KM. 25,7;D;-3.650056;38.907222;5/11/24 18:12;1.569;;;;;1.419;;;;;;;;;;E.S.MAZ;P;dm;L-D: 07:00-10:00;L-D: 07:00-10:00 (A)
CIUDAD REAL;BRAZATORTAS;BRAZATORTAS;13450;CARRETERA CABEZARRUBIAS KM. 1;N;-4.2965;38.660056;11/11/24 12:22;1.439;;;;;1.369;;0.979;;;;;;;;UNIDAD DE SERVICIO;P;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (A)
CIUDAD REAL;BRAZATORTAS;BRAZATORTAS;13450;CARRETERA NACIONAL 420 KM. 143,700;I;-4.262556;38.671333;15/11/24 8:22;1.509;;;1.629;;1.459;;;;;;;;;;GALP LA JUNQUERA;P;dm;L-D: 24H;Sin datos
CIUDAD REAL;BRAZATORTAS;BRAZATORTAS;13450;CR N-420 141,9;D;-4.298667;38.66225;16/11/24 0:00;1.499;;;;;1.459;1.529;;;;;;;;;REPSOL;P;OM;L-D: 07:00-21:00;L-D: 07:00-21:00 (A)
CIUDAD REAL;CALZADA DE CALATRAVA;CALZADA DE CALATRAVA;13370;SAN ANTON 34;N;-3.771411;38.704029;11/11/24 10:15;;;;;;1.37;;0.899;;;;;;;;VARIOS;R;dm;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;CALZADA DE CALATRAVA;CALZADA DE CALATRAVA;13370;CARRETERA C-410 km 31.092;D;-3.756833;38.67975;12/11/24 13:55;1.549;;;1.659;;1.449;1.519;0.989;;;;;;;;P G E HIJOS;P;dm;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;CAMPO DE CRIPTANA;CAMPO DE CRIPTANA;13610;CALLE MOTA, 2;D;-3.118333;39.398333;11/11/24 12:16;;;;;;1.249;;;;;;;;;;TRAVESA;P;dm;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;CAMPO DE CRIPTANA;CAMPO DE CRIPTANA;13610;AVENIDA HISPANIDAD, 15;D;-3.13425;39.401056;11/11/24 9:34;;;;;;1.28;;;;;;;;;;COMATRA;P;dm;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;CAMPO DE CRIPTANA;CAMPO DE CRIPTANA;13610;AVENIDA DE LA HISPANIDAD, 10;I;-3.128361;39.400861;16/11/24 0:00;1.499;;1.529;;;1.459;1.549;;;;;;;;;PETRONOR;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
CIUDAD REAL;CAMPO DE CRIPTANA;CAMPO DE CRIPTANA;13610;CR N-420, 296;I;-3.112583;39.401;16/11/24 0:00;1.499;;;;;1.449;1.539;;;;;;;;;REPSOL;P;OM;L-D: 07:00-22:00;L-D: 07:00-22:00 (A)
CIUDAD REAL;CAMPO DE CRIPTANA;CAMPO DE CRIPTANA;13610;POLIGONO POZO HONDO AVENIDA COMUNIDAD VALENCIANA, 8;I;-3.137306;39.399972;11/11/24 11:09;;;;;;1.339;;;;;;;;;;ELECTROMONTAJES CRIPTANA S.L.;P;dm;L-D: 24H;L-D: 24H (D)
CIUDAD REAL;CAMPO DE CRIPTANA;CAMPO DE CRIPTANA;13610;CARRETERA NACIONAL 420 KM. 292,700;D;-3.149083;39.400833;16/11/24 8:26;1.499;;;;;1.459;;;;;;;;;;GALP DISTRIBUCION OIL ESPAÑA, S.A.U.;P;dm;"L-S: 06:00-22:00; D: 08:30-22:00";Sin datos
CIUDAD REAL;CAMPO DE CRIPTANA;CAMPO DE CRIPTANA;13610;CONCEPCION, 135 (CTRA. N-420);I;-3.113833;39.401056;12/11/24 15:00;1.399;;;;;1.309;;0.929;;;;;;;;BODEGAS SIMBOLO, SDAD. COOP. DE C-LM NTRA. SRA. DE CRIPTANA;P;dm;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;CAMPO DE CRIPTANA;CAMPO DE CRIPTANA;13610;CARRETERA N-420 KM. 295;D;-3.134111;39.40075;5/11/24 0:00;1.499;;;;;1.429;;1.1;;;;;;;;COMBUSTIBLES CRIPTANA,SL;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
CIUDAD REAL;CARRIÓN DE CALATRAVA;CARRION DE CALATRAVA;13150;CARRETERA CARRION A FERNANCABALLERO km 0.5;D;-3.821833;39.030361;15/11/24 13:41;1.429;;;;;1.329;;0.969;;;;;;;;MONTES NORTE ENERGETICOS, S.L.;P;dm;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;CARRIÓN DE CALATRAVA;CARRION DE CALATRAVA;13150;CARRETERA NACIONAL 430 KM. 317;I;-3.830472;39.012917;16/11/24 0:00;1.499;;;1.609;;1.459;1.509;;;;;;;;;REPSOL;P;dm;"L-V: 06:30-22:00; S-D: 08:00-16:00";Sin datos
CIUDAD REAL;CARRIZOSA;CARRIZOSA;13329;CARRETERA CRTA.INFANTES S/N KM. ;D;-2.993639;38.836694;13/11/24 10:06;1.499;;;1.629;;1.439;;1.009;;;;;;;;PETRONOR;P;dm;L: 6:30-22:00;L: 6:30-22:00 (A)
CIUDAD REAL;CASTELLAR DE SANTIAGO;CASTELLAR DE SANTIAGO;13750;CARRETERA ALMURADIEL KM. ;D;-3.283639;38.540861;11/11/24 12:53;;;;;;1.309;;0.92;;;;;;;;COOP. DE CASTELLAR DE SANTIAGO DE 2º GRADO DE C-LM;R;dm;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;CASTELLAR DE SANTIAGO;CASTELLAR DE SANTIAGO;13750;CALLE BAILEN, 2;D;-3.281306;38.540778;16/11/24 1:35;1.559;;;;;1.469;1.529;1.179;;;;;;;;REPSOL;P;dm;"L-S: 07:00-22:00; D: 07:30-22:00";"L-S: 07:00-22:00 (P); D: 07:30-22:00 (P)"
CIUDAD REAL;CHILLÓN;CHILLON;13412;CARRETERA ALMADEN-CHILLON KM. ;I;-4.856972;38.794139;11/11/24 12:09;1.509;;;;;1.429;1.479;1.059;;;;;;;;HGOIL;P;dm;"L-V: 07:00-21:00; S-D: 08:00-14:30 y 15:30-21:00";L-V: 07:00-21:00 (A)
CIUDAD REAL;CIUDAD REAL;CIUDAD REAL;13002;RONDA DE ALARCOS, 21;I;-3.9345;38.98475;16/11/24 9:00;1.529;;;1.639;;1.489;1.569;;;;;;;;;REPSOL;P;OM;L-D: 06:30-22:30;L-D: 06:30-22:30 (A)
CIUDAD REAL;CIUDAD REAL;CIUDAD REAL;13002;CARRETERA DE PORZUNA KM. ;D;-3.937111;38.992333;12/11/24 13:59;1.419;;;1.499;;1.295;;;;;;;;;;E.LECLERC;P;dm;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;CIUDAD REAL;CIUDAD REAL;13004;CARRETERA DE PORZUNA KM. 23,5;D;-3.944139;38.998194;13/11/24 11:07;;;;;;;;0.94;;;;;;;;COOPERATIVA SAN ISIDRO;R;dm;"L-V: 09:00-14:00 y 16:00-19:00; S: 09:00-12:00";"L-V: 09:00-14:00 (A), 16:00-19:00 (A); S: 09:00-12:00 (A)"
CIUDAD REAL;CIUDAD REAL;CIUDAD REAL;13004;CALLE RONDA DE LA MATA, S/N;D;-3.920833;38.983083;16/11/24 11:00;1.539;;;1.649;;1.489;1.569;;;;;;;;;REPSOL;P;OM;L-D: 06:30-22:30;L-D: 06:30-22:30 (A)
CIUDAD REAL;CIUDAD REAL;CIUDAD REAL;13004;AVENIDA EUROPA, 45;N;-3.9145;38.986;15/11/24 11:01;1.529;;;1.629;;1.429;1.469;;;;;;;;;CARREFOUR;P;dm;"L-S: 08:00-22:00; D: 09:00-21:00";"L-S: 08:00-22:00 (A); D: 09:00-21:00 (A)"
CIUDAD REAL;CIUDAD REAL;CIUDAD REAL;13005;CARRETERA CARRION KM. 309;D;-3.912889;38.987722;15/11/24 10:36;1.459;;1.559;;;1.339;1.439;;;;;;;;;SIS CARBURANTES;P;dm;L-D: 24H;"L-V: 00:00-07:00 (D), 07:00-22:00 (P), 22:00-23:59 (D); S-D: 24H (D)"
CIUDAD REAL;CIUDAD REAL;CIUDAD REAL;13005;CARRETERA NACIONAL 430 KM. 309,900;I;-3.901917;38.990722;15/11/24 14:43;1.509;;;2.269;;1.439;1.539;;;;;;;;;SHELL CARRION;P;dm;L-D: 06:30-22:30;L-D: 06:30-22:30 (A)
CIUDAD REAL;CIUDAD REAL;CIUDAD REAL;13005;CARRETERA N-430 KM KM. 305,1;D;-3.947306;38.975917;12/11/24 0:00;1.519;;1.569;1.659;;1.469;1.509;;;;;;;;;CEPSA;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A)
CIUDAD REAL;CIUDAD REAL;CIUDAD REAL;13005;CR CR-514, 0,3;D;-3.925472;38.97075;16/11/24 10:00;1.529;;;1.629;;1.479;1.569;;;;;0.959;;;;REPSOL;P;OM;L-D: 06:30-22:30;L-D: 06:30-22:30 (A)
CIUDAD REAL;CIUDAD REAL;CIUDAD REAL;13005;CR N-401, 183,6;I;-3.924722;39.022;16/11/24 0:00;1.519;;;1.629;;1.469;1.559;;;;;;;;;REPSOL;P;OM;L-D: 07:00-22:00;L-D: 07:00-22:00 (A)
CIUDAD REAL;CIUDAD REAL;CIUDAD REAL;13005;CARRETERA N-430 KM. 304,42;I;-3.958361;38.9745;16/11/24 0:00;1.519;;;1.639;;1.469;1.559;;;;;;;;;REPSOL;P;dm;"L-V: 07:00-22:00; S-D: 08:00-16:00";Sin datos
CIUDAD REAL;CIUDAD REAL;CIUDAD REAL;13005;CALLE VILLARUBIA DE LOS OJOS, 18;D;-3.931917;38.974389;12/11/24 9:54;1.419;;;;;1.295;;;;;;;;;;URBAN OIL;P;dm;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;CIUDAD REAL;CIUDAD REAL;13005;CALLE EINSTEIN, 39;D;-3.909472;38.981667;11/11/24 10:46;1.435;;;;;1.315;;;;;;;;;;EE SS PUENTE DEL AVE;P;dm;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;CIUDAD REAL;CIUDAD REAL;13005;CARRETERA DE CARRION KM. 20;D;-3.914222;38.987528;11/11/24 4:15;1.435;;;;;1.315;;;;;;;;;;PLENOIL;P;dm;L-D: 24H;L-D: 24H (D)
CIUDAD REAL;CIUDAD REAL;CIUDAD REAL;13005;CALLE VILLARRUBIA DE LOS OJOS, 11;D;-3.931194;38.975028;12/11/24 0:00;;;;;;;;;;;;;1.419;;;NATURGY ES CIUDAD REAL;P;dm;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;CIUDAD REAL;CIUDAD REAL;13005;CALLE TOMELLOSO, 12;D;-3.932167;38.973556;11/11/24 21:51;1.419;;;;;1.295;;;;;;;;;;PLENOIL;P;dm;L: 24H;L: 24H (A)
CIUDAD REAL;CIUDAD REAL;CIUDAD REAL;13005;POLIGONO LARACHE, 93;D;-3.935972;38.977778;16/11/24 11:00;1.529;;1.559;1.669;;1.489;;;;;;;;;;REPSOL;P;OM;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;CIUDAD REAL;CIUDAD REAL;13005;CARRETERA CARRION KM. S/N;N;-3.891583;38.993667;11/11/24 11:43;;;;;;1.28;;;;;;;;;;BALTRAN S.A;P;dm;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;CIUDAD REAL;CIUDAD REAL;13003;RONDA PUERTA DE TOLEDO, 5;D;-3.928111;38.996083;16/11/24 0:00;1.529;;;;;1.469;1.559;;;;;;;;;REPSOL;P;dm;"L-V: 06:30-22:30; S-D: 08:00-20:00";Sin datos
CIUDAD REAL;CIUDAD REAL;CIUDAD REAL;13003;CALLE RONDA DE TOLEDO, 21;D;-3.92475;38.994639;15/11/24 14:45;1.509;;;2.269;;1.439;1.539;;;;;;;;;SHELL;P;dm;L-D: 05:30-23:30;Sin datos
CIUDAD REAL;CIUDAD REAL;CIUDAD REAL;13197;CARRETERA CTRA PUERTOLLANO KM 195 KM. ;D;-3.940806;38.972861;11/11/24 21:51;1.419;;;;;1.295;;;;;;;;;;PLENOIL;P;dm;L-D: 24H;L-D: 24H (D)
CIUDAD REAL;CORRAL DE CALATRAVA;CORRAL DE CALATRAVA;13190;CARRETERA N-420 KM. 180;D;-4.042861;38.873278;16/11/24 0:00;1.499;;;1.629;;1.469;1.549;;;;;;;;;REPSOL;P;OM;"L-V: 07:00-22:00; S: 08:00-13:00";"L-V: 07:00-22:00 (A); S: 08:00-13:00 (A)"
CIUDAD REAL;CORTIJOS (LOS);CORTIJOS DE ARRIBA;13427;AVDA. DE LA LOMA, Nº 22;D;-4.049022;39.314557;5/11/24 10:07;1.56;;;;;1.466;;1.115;;;;;;;;LA LOMA;P;dm;L-D: 07:00-22:00;L-D: 07:00-22:00 (A)
CIUDAD REAL;CÓZAR;COZAR;13345;CALLE MAESTRO LARA 75, 75;D;-3.069639;38.662639;12/11/24 16:59;1.389;;;;;1.294;;0.918;;;;;;;;COOPERATIVA COZAR DE LA SIERRA;R;dm;L-D: 24H;L-D: 24H (D)
CIUDAD REAL;DAIMIEL;DAIMIEL;13250;AVENIDA DE LA ENERGIA, 1;N;-3.589639;39.0485;11/11/24 16:40;1.559;;;1.699;;1.479;1.539;;;;;;;;;REPSOL;P;dm;"L-V: 06:30-22:30; S-D: 09:00-21:00";"L-V: 06:30-22:30 (A); S-D: 09:00-21:00 (A)"
CIUDAD REAL;DAIMIEL;DAIMIEL;13250;PASEO DEL RIO, S/N;D;-3.595639;39.076667;12/11/24 13:00;1.579;;;;;1.489;1.589;;;;;;;;;CEPSA;P;dm;L-D: 05:00-23:00;L-D: 05:00-23:00 (P)
CIUDAD REAL;DAIMIEL;DAIMIEL;13250;CARRETERA CM.4114 KM. 50;D;-3.626194;39.068694;15/11/24 8:31;1.518;;;;;1.428;1.518;0.948;;;;0.938;;;;VALCARCE;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
CIUDAD REAL;DAIMIEL;DAIMIEL;13250;CALLE TIBURCIO, 98;D;-3.618194;39.062222;16/11/24 0:00;1.519;;;1.629;;1.449;1.519;1.14;;;;0.939;;;;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
CIUDAD REAL;DAIMIEL;DAIMIEL;13250;CARRETERA NACIONAL 430 KM. 269,9;D;-3.618806;39.060639;16/11/24 0:00;1.519;;;;;1.449;1.519;1.14;;;;;;;;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
CIUDAD REAL;DAIMIEL;DAIMIEL;13250;NACIONAL 420 km 236;D;-3.549556;39.107306;15/11/24 8:11;1.609;;;;;1.529;;;;;;;;;;CEPSA;P;dm;"L-V: 06:00-22:00; D: 08:00-22:00";"L-V: 06:00-22:00 (P); D: 08:00-22:00 (P)"
CIUDAD REAL;DAIMIEL;DAIMIEL;13250;CARRETERA N-420 KM KM. 231;D;-3.596278;39.076278;12/11/24 12:59;1.459;;;;;1.339;;;;;;;;;;WETROAD;P;dm;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;DAIMIEL;DAIMIEL;13250;CALLE HERREROS, 1;I;-3.593722;39.075139;13/11/24 13:06;;;;;;1.329;;0.949;;;;;;;;COOP. LOS POZOS;P;dm;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;DAIMIEL;DAIMIEL;13250;CALLE CARRETEROS, 1;D;-3.591028;39.074583;11/11/24 14:44;;;;;;1.29;;;;;;;;;;GRUPO TRANSLOGISTICA;P;dm;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;DAIMIEL;DAIMIEL;13250;CALLE BODEGUEROS, PARCELA, 48;D;-3.593;39.076139;15/11/24 15:19;;;;;;1.279;;;;;;;;;;GRUPO LOGISTICO CODAITRANS;P;dm;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;FUENCALIENTE;FUENCALIENTE;13130;CARRETERA N-420 KM. 103,3;D;-4.315556;38.431194;16/11/24 0:00;1.554;;;;;1.486;1.546;;;;;;;;;CEPSA;P;dm;L-D: 07:00-14:55 y 15:00-23:00;L-D: 07:00-14:55 (P), 15:00-23:00 (P)
CIUDAD REAL;FUENTE EL FRESNO;FUENTE EL FRESNO;13680;AVENIDA DE LA PROVINCIA, 78;D;-3.778667;39.223389;4/11/24 18:45;1.459;;;;;1.329;1.389;1.029;;;;;;;;CARBURANTES QUEVEDO;P;dm;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
CIUDAD REAL;FUENTE EL FRESNO;FUENTE EL FRESNO;13680;AVENIDA PROVINCIA, 83;D;-3.781472;39.221083;11/11/24 13:21;;;;;;1.329;;0.969;;;;;;;;GASOLEO;R;dm;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;GRANÁTULA DE CALATRAVA;GRANATULA DE CALATRAVA;13360;CALLE ALMAGRO, 3;D;-3.741778;38.799389;12/11/24 16:00;;;;;;1.37;;0.96;;;;;;;;SOCIEDAD COOPERATIVA AGRARIA EL SANTO CRISTO S. COOP. DE C-LM;P;dm;L-D: 24H;L-D: 24H (D)
CIUDAD REAL;GUADALMEZ;GUADALMEZ;13490;CAMINO LAGUNA, 14;D;-4.972833;38.723639;15/11/24 13:42;1.569;;;;;1.479;;1.179;;;;;;;;LOS DONCELES ENERGY;P;dm;L-D: 24H;Sin datos
CIUDAD REAL;HERENCIA;HERENCIA;13640;POLIGONO CALLE C P-1 B-1, S/N;N;-3.345556;39.376667;15/11/24 12:21;;;;;;1.283;;0.862;;;;;;;;VITIVINICOLA SAN JOSE;R;dm;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;HERENCIA;HERENCIA;13640;420 km 275;D;-3.344889;39.37325;16/11/24 0:00;1.539;;;1.679;;1.459;1.549;1.128;;;;;;;;PETRONOR;P;OM;L-D: 06:00-12:00;L-D: 06:00-12:00 (A)
CIUDAD REAL;HERENCIA;HERENCIA;13640;AUTOVIA A-4 KM. 153,350;D;-3.399056;39.180472;16/11/24 0:00;1.529;;;1.679;;1.469;1.559;;;;;;;;;REPSOL;P;OM;L-D: 06:00-21:00;L-D: 06:00-21:00 (A)
CIUDAD REAL;HERENCIA;HERENCIA;13640;CARRETERA NACIONAL 420 KM. 269,1;D;-3.402389;39.352889;12/11/24 23:59;;;1.625;;;1.479;1.569;;;;;;;;;CEPSA;P;dm;L-D: 24H;L-D: 00:00-06:00 (A), 06:00-23:59 (P)
CIUDAD REAL;HERENCIA;HERENCIA;13640;AVENIDA ALCAZAR DE SAN JUAN, SN;D;-3.343028;39.374139;15/11/24 16:00;1.415;;;;;1.295;;;;;;0.755;;;;DELFINCARFUEL;P;dm;L-D: 24H;L-D: 24H (D)
CIUDAD REAL;LABORES (LAS);LABORES (LAS);13660;DON VICENTE PLAZA;D;-3.520028;39.274667;11/11/24 19:46;;;;;;1.285;;0.929;;;;;;;;OLEOVINICOLA LABOREÑA SDAD COOP DE C-LM;R;dm;L-D: 24H;L-D: 24H (D)
CIUDAD REAL;LLANOS DEL CAUDILLO;LLANOS DEL CAUDILLO;13220;POZOS S/N;D;-3.352083;39.119944;11/11/24 16:00;;;;;;;;0.93;;;;;;;;COOP. LOS LLANOS;P;dm;L: 08:00-14:00 y 16:00-20:00;L: 08:00-14:00 (P), 16:00-20:00 (P)
CIUDAD REAL;LUCIANA;LUCIANA;13108;CARRETERA N-430, KM. 268,6;I;-4.288083;38.986028;11/11/24 10:19;1.399;;;;;1.299;;;;;;;;;;DISTROIL GASOLINERA;P;dm;L-S: 07:00-21:00;L-S: 07:00-21:00 (P)
CIUDAD REAL;MALAGÓN;MALAGON;13420;CALLE MADRID, 18;N;-3.845972;39.158306;11/11/24 12:03;1.429;;;;;1.329;;;;;;0.969;;;;AUTOLAVADOS Y CARBURANTES ALSE SL;P;dm;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;MALAGÓN;MALAGON;13420;AVENIDA FUNDADORES COOPERATIVA, 69;N;-3.852333;39.167;15/11/24 13:41;1.429;;;;;1.329;;0.969;;;;;;;;MONTES NORTE ENERGETICOS, S.L.;P;dm;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;MALAGÓN;MALAGON;13420;CALLE CERVANTES, 23;D;-3.84875;39.174167;11/11/24 19:48;1.559;;;1.695;;1.465;1.519;1.209;;;;;;;;CEPSA;P;dm;L: 06:00-22:00;L: 06:00-22:00 (A)
CIUDAD REAL;MANZANARES;MANZANARES;13200;CARRETERA ANTIGUA N-430 ESQ. CTRA. VILLARRUIBA KM. S/N;N;-3.379389;39.006528;15/11/24 11:01;1.449;;;1.629;;1.329;1.369;;;;;;;;;CARREFOUR;P;dm;L-D: 24H;Sin datos
CIUDAD REAL;MANZANARES;MANZANARES;13200;CALLE INDUSTRIAL D, 3;N;-3.366611;39.01125;14/11/24 11:45;1.365;;;;;1.285;;0.925;;;;;;;;JESÚS DEL PERDÓN BODEGAS YUNTERO S. COOP. DE C-LM;P;dm;L-D: 24H;L-D: 24H (D)
CIUDAD REAL;MANZANARES;MANZANARES;13200; PASEO COLÓN, S/N;D;-3.372222;38.997972;16/11/24 0:00;1.509;;;;;1.449;;;;;;;;;;REPSOL;P;OM;L-S: 08:00-14:00;L-S: 08:00-14:00 (A)
CIUDAD REAL;MANZANARES;MANZANARES;13200;AUTOVIA A-4 KM. 167;I;-3.3735;39.023139;16/11/24 0:00;1.529;;;;;1.469;;;;;;;;;;REPSOL;P;OM;L-D: 06:30-22:30;L-D: 06:30-22:30 (A)
CIUDAD REAL;MANZANARES;MANZANARES;13200;CALLE CTRA LA SOLANA, 56;I;-3.363361;38.997972;16/11/24 10:00;1.529;;;1.659;;1.459;1.509;1.122;;;;;;;;REPSOL;P;OM;L-D: 06:30-22:30;L-D: 06:30-22:30 (A)
CIUDAD REAL;MANZANARES;MANZANARES;13200;CARRETERA N-4 KM. 171,1;I;-3.373444;39.023056;16/11/24 11:00;1.539;;;1.679;;1.479;1.559;;;;;;;;;REPSOL;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
CIUDAD REAL;MANZANARES;MANZANARES;13200;CARRETERA CRTA.CR-141 KM 3,70 KM. 3,70;I;-3.380194;38.987028;16/11/24 0:00;1.519;;;1.659;;1.459;1.519;1.122;;;;0.949;;;;REPSOL;P;OM;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;MANZANARES;MANZANARES;13200;CALLE DUQUE DE AHUMADA, 13;N;-3.362722;38.996139;15/11/24 19:20;1.339;;;;;1.229;1.239;;;;;;;;;BALLENOIL;P;dm;L-D: 24H;L-D: 24H (D)
CIUDAD REAL;MANZANARES;MANZANARES;13200;AUTOVIA A-4 KM. 162;D;-3.37825;39.108861;16/11/24 11:15;1.529;;;;;1.469;1.559;1.189;;;;;;;;REPSOL;P;dm;"L-V: 06:00-00:00; S: 06:00-22:00; D: 08:00-00:00";"L-V: 06:00-00:00 (A); S: 06:00-22:00 (A); D: 08:00-00:00 (A)"
CIUDAD REAL;MANZANARES;MANZANARES;13200;AUTOVIA DE ANDALUCIA KM. 173;D;-3.384028;39.005889;13/11/24 13:29;1.549;;;;;1.479;;;;;;;;;;E.S. EL CRUCE;P;dm;L-D: 06:00-23:00;L-D: 06:00-23:00 (A)
CIUDAD REAL;MEMBRILLA;MEMBRILLA;13230;CARRETERA DE LA SOLANA 34;D;-3.34125;38.975472;11/11/24 11:00;;;;;;1.287;;0.939;;;;;;;;GALAN DE MEMBRILLA;P;dm;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;MEMBRILLA;MEMBRILLA;13230;AUTOVIA CARRETERA GENERAL DE ANDALUCIA KM. 178,800;I;-3.383194;38.957472;16/11/24 10:00;1.567;;1.634;;;1.477;1.579;;;;;;;;;CEPSA;P;OM;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;MEMBRILLA;MEMBRILLA;13230;CARRETERA NACIONAL 430 KM 368 KM. 368;D;-3.336417;38.973667;16/11/24 0:00;1.509;;;1.619;;1.439;1.489;1.122;;;;;;;;REPSOL;P;OM;L-D: 06:30-22:30;L-D: 06:30-22:30 (P)
CIUDAD REAL;MEMBRILLA;MEMBRILLA;13230;CARRETERA N 430 KM. 366,1;D;-3.353639;38.98625;11/11/24 23:55;1.357;;;;;1.257;;0.947;;;;0.855;;;;RODEROIL;P;dm;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;MEMBRILLA;MEMBRILLA;13230;CARRETERA NACIONAL 430 KM. 371,100;I;-3.305444;38.962278;11/11/24 18:55;1.559;;;;;1.459;;;;;;;;;;GRUPO CACHO - CEPSA;P;dm;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;MEMBRILLA;MEMBRILLA;13230;CARRETERA LA SOLANA, 23 KM. ;I;-3.346917;38.978667;11/11/24 11:00;1.353;;;;;1.287;1.307;0.939;;;;;;;;GALÁN DE MEMBRILLA;P;dm;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;MIGUELTURRA;MIGUELTURRA;13170;CARRETERA CM-4127 KM. 2,350;D;-3.902361;38.970417;11/11/24 19:46;1.559;;;1.676;;1.449;1.519;;;;;;;;;CEPSA;P;dm;L-D: 06:00-00:00;L-D: 06:00-00:00 (A)
CIUDAD REAL;MIGUELTURRA;MIGUELTURRA;13170;CARRETERA CTRA VALDEPEÑAS-CIUDAD REAL KM. 4700;D;-3.885472;38.956111;12/11/24 0:00;1.529;;1.589;;;1.469;1.509;;;;;;;;;CEPSA;P;dm;L-D: 07:00-23:00;L-D: 07:00-23:00 (A)
CIUDAD REAL;MIGUELTURRA;MIGUELTURRA;13170;CARRETERA VALDEPEÑAS KM. 12;D;-3.896333;38.965667;12/11/24 10:03;1.449;;;;;1.329;;;;;;;;;;CBOIL;P;dm;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;MONTIEL;MONTIEL;13326;CARRETERA CM 3127 km 12.600;N;-2.878944;38.699167;11/11/24 11:57;1.419;;;;;1.339;;1.1;;;;;;;;EE.SS VALLE PIQUERAS;P;dm;L-D: 06:30-22:00;L-D: 06:30-22:00 (A)
CIUDAD REAL;MONTIEL;MONTIEL;13326;CARRERA VILLANUEVA DE LOS INFANTES, S/N;D;-2.882583;38.69975;16/11/24 9:13;1.365;;;;;1.295;;0.925;;;;;;;;CASTILLO DE MONTIEL;P;dm;L-D: 24H;L-D: 24H (A)
CIUDAD REAL;MORAL DE CALATRAVA;MORAL DE CALATRAVA;13350;CALLE C/ DIMAS MARTÍN C/V A C/ CALDERON, 2;D;-3.578889;38.824194;11/11/24 11:58;1.407;;;;;1.327;;0.937;;;;;;;;SDAD. COOP. SANTIAGO APOSTOL;P;dm;L-D: 24H;Sin datos
CIUDAD REAL;MORAL DE CALATRAVA;MORAL DE CALATRAVA;13350;CARRETERA CM-412 KM. 69,92;I;-3.567944;38.824611;16/11/24 0:00;1.509;;1.559;1.619;;1.469;1.559;;;;;;;;;REPSOL ;P;OM;L-D: 06:00-22:00;L-D: 06:00-22:00 (A)
