direccion_estacion;margen_estacion;tipo_estacion;horario_estacion;latitud_estacion;longitud_estacion;nombre_localidad;nombre_empresa
CL AVDA. BADIA POLESINE , 49;I;Terrestre;L-D: 24H;37.298667;-4.883389;ESTEPA;REPSOL
CR A-92, 110,1;I;Terrestre;L-D: 24H;37.302361;-4.87975;ESTEPA;REPSOL
CALLE VIANA, 2;D;Terrestre;L-D: 24H;37.296111;-4.884;ESTEPA;MERCAOIL ENERGY
AVDA. DE ANDALUCIA, 26;N;Terrestre;L-D: 06:00-22:00;37.291111;-4.884278;ESTEPA;NINGUNO
CALLE VIRGEN DE LOS DOLORES, 1;N;Terrestre;"L-S: 06:30-22:00; D: 07:00-14:00";37.46775;-5.342389;FUENTES DE ANDALUCIA;NTRA. SRA. DEL ROSARIO SCA
CALLE MAESTRO JUAN RUIZ, 1;D;Terrestre;L-D: 24H;37.472333;-5.350444;FUENTES DE ANDALUCIA;AGLA
CARRETERA SE-220 KM. 14,6;D;Terrestre;"L-S: 06:00-21:00; D: 07:00-14:00";37.464861;-5.342639;FUENTES DE ANDALUCIA;CEPSA
CARRETERA CRTA- LA CAMPANA-FUENTES DE ANDALUCIA SE-220 KM. 9,750;I;Terrestre;L-D: 24H;37.4995;-5.3725;FUENTES DE ANDALUCIA;FUENTES DE ANDALUCIA E.S.
CARRETERA NACIONAL 630 KM. 781;D;Terrestre;L-D: 06:00-00:00;37.636139;-6.14775;GARROBO (EL);REPSOL
CTRA.AUTOVIA SEVILLA - CORIA km 6;I;Terrestre;L: 06:00-22:00;37.324889;-6.029472;GELVES;SHELL
CARRETERA SE-3410 KM. 9,150;D;Terrestre;"L-V: 06:00-21:00; S: 08:00-21:00";37.515917;-6.142972;GERENA;REPSOL
CTRA-A-477 km 7;D;Terrestre;L-D: 06:30-22:30;37.527694;-6.162389;GERENA;LIBRE
CALLE GARCIA CEBALLOS, 0;D;Terrestre;L-S: 08:00-14:00;37.527;-6.159194;GERENA;395 2/2HS 40-80
CARRETERA GILENA-AGUADULCE KM. 2,87;I;Terrestre;L: 24H;37.251944;-4.934056;GILENA;MYFUEL LOW COST
CARRETERA GILENA-PEDRERA S/N;I;Terrestre;L-S: 08:00-20:00;37.247583;-4.911972;GILENA;OLIVARERA SAN ISIDRO DE GILENA, S.C.A.
CARRETERA CTRA. SE-491, GILENA-PEDRERA KM. 11,0 KM. 11;D;Terrestre;L-D: 07:00-22:00;37.234806;-4.904972;GILENA;AGLA
AVENIDA DE EUROPA, 1;D;Terrestre;L-D: 07:00-23:00;37.383333;-6.085583;GINES;E.S.GINES
POLIGONO CERCA DEL PINO I, CTRA. BORMUJOS, S/N;N;Terrestre;L-D: 24H;37.379639;-6.083028;GINES;SUPECO
CALLE ALBAÑILERIA, 5;D;Terrestre;L-D: 24H;37.380889;-6.081917;GINES;PETROPRIX
AVENIDA MARCHALOMAR, 4;D;Terrestre;L-D: 24H;37.378111;-6.082694;GINES;PLENOIL
CR SE-625, 0,750;D;Terrestre;L-D: 06:00-22:00;37.377722;-6.082028;GINES;REPSOL
AVENIDA DE EUROPA, 102;N;Terrestre;L-D: 06:00-00:00;37.384222;-6.066194;GINES;SHELL
AVENIDA EUROPA, 2;I;Terrestre;L-D: 05:30-23:30;37.383056;-6.086167;GINES;SHELL
CARRETERA CAZALLA P.K 25,200 KM. 25,200;I;Terrestre;L-D: 24H;38.090306;-5.822444;GUADALCANAL;REPSOL
CARRETERA SE-180 KM. 10,6;D;Terrestre;L-D: 06:30-22:00;37.535139;-6.054917;GUILLENA;REPSOL
CARRETERA N-630 KM. 798;I;Terrestre;L-D: 06:00-22:00;37.507417;-6.074583;GUILLENA;REPSOL
CALLE INGENIERIA, 1;N;Terrestre;L-D: 24H;37.554639;-6.035833;GUILLENA;AGLA - E.S. EL CERRO
AVENIDA AVENIDA PAÑEROS, 10;D;Terrestre;L-D: 24H;37.545944;-6.054778;GUILLENA;PETROSAND
CALLE CAMINO DE LOS TORILES, 2;D;Terrestre;L-D: 24H;37.546;-6.0595;GUILLENA;JAMAPU
AUTOVIA RUTA DE LA PLATA KM. 790;D;Terrestre;L-D: 24H;37.571778;-6.107944;PAJANOSAS (LAS);REPSOL
"POLG.IND. ""EL BUJEO"" PARCELA 41";N;Terrestre;L-D: 06:00-22:00;37.362528;-4.843389;HERRERA;Q8
CARRETERA ESTEPA 14 KM. ;I;Terrestre;"L-S: 06:00-22:00; D: 07:00-22:00";37.359417;-4.849556;HERRERA;REPSOL
CARRETERA SE-757 KM. 0,5;D;Terrestre;L-D: 06:00-23:00;37.357861;-4.834278;HERRERA;S.C.A. AGROPECUARIA DE HERRERA
URBANIZACIÓN VIRGEN DEL ROCIO, 7;D;Terrestre;"L-V: 07:00-21:00; S: 07:00-17:00; D: 09:00-16:00";37.363306;-6.270222;HUEVAR;REPSOL
POLIGONO PRINCIPE DE GALES, S/N, SN;N;Terrestre;L-D: 24H;37.1255;-6.165333;ISLA MAYOR;SURTCOOP
AVENIDA RAFAEL BECA, 108;I;Terrestre;L-D: 06:30-22:30;37.137222;-6.159667;ISLA MAYOR;AGLA
CARRETERA SE-700 KM. 9,200;D;Terrestre;L-S: 07:00-21:00;37.355361;-5.224639;LANTEJUELA (LA);REPSOL
AVENIDA MANUEL ESPAÑA GIL S/N, S/N;D;Terrestre;L-D: 24H;37.355389;-5.221194;LANTEJUELA (LA);COOP AGRICOLA LANTEJUELA
POLIGONO LAS MARISMAS PARCELA, 1023;D;Terrestre;L-D: 24H;36.947361;-6.095639;LEBRIJA;COOPERATIVA MARISMAS
CL AVENIDA DE ANDALUCIA, S.N.;D;Terrestre;L-D: 06:00-22:00;36.926889;-6.0835;LEBRIJA;CAMPSA
AVENIDA JOSE FERNANDEZ RUIZ, 60;I;Terrestre;L-D: 24H;36.920194;-6.065778;LEBRIJA;CEPSA
AVDA. LAS CABEZAS, S/N;N;Terrestre;L-S: 08:00-14:00 y 16:30-19:00;36.921861;-6.058639;LEBRIJA;LA CAMPIÑA
CARRETERA LEBRIJA-TREBUJENA CC-441 KM. 34;D;Terrestre;"L-V: 06:00-23:00; S: 07:00-23:00; D: 09:00-22:00";36.908639;-6.1115;LEBRIJA;REPSOL
CARRETERA A-471 SEVILLA-CHIPIONA KM. 27,900;I;Terrestre;L-D: 24H;36.927333;-6.071222;LEBRIJA;REPSOL
AVENIDA ATENAS DE, 129;D;Terrestre;L-D: 06:30-22:30;36.911;-6.080528;LEBRIJA;E.S. ATENAS
AVENIDA JUAN PEÑA EL LEBRIJANO, 60;D;Terrestre;L-D: 24H;36.91675;-6.063472;LEBRIJA;VIVA LEBRIJA
AVENIDA JOSE MARIA TOMASSETTI, 5;D;Terrestre;L-D: 24H;36.921806;-6.071444;LEBRIJA;PLENOIL 
AVENIDA NERVIÓN, 42;D;Terrestre;"L-S: 06:00-22:00; D: 09:00-22:00";36.911222;-6.082389;LEBRIJA;AGLA - PETROUVE
CARRETERA SE-6300 KM. 5;D;Terrestre;"L-V: 06:00-22:00; S-D: 07:00-14:00";36.917056;-6.034944;LEBRIJA;AVIA
CAMINO CAMINO DEL FONTANAL, 15;N;Terrestre;L-D: 24H;36.927917;-6.072111;LEBRIJA;LEBRIJANA DE TRANSPORTES SCA
AVDA. DE LA CAMPANA, S/N (C-432 LLERENA-UTRERA km 103,8);D;Terrestre;L-D: 24H;37.655889;-5.524778;LORA DEL RIO;MEROIL
POLIGONO POLIGONO INDUSTRIAL MATALLANA C/ CARRETERIA, 3;D;Terrestre;L-D: 24H;37.651778;-5.548361;LORA DEL RIO;LOW COST LA MOVIL
CARRETERA ALCOLEA KM. 1;D;Terrestre;L-D: 24H;37.658;-5.540194;LORA DEL RIO;SAN SEBASTIAN
CARRETERA LORA-CONSTANTINA KM. 72,659;N;Terrestre;L-D: 06:00-23:00;37.661611;-5.533778;LORA DEL RIO;REPSOL
POLIGONO IND. MATALLANA, C/CARRETERIA, 1;N;Terrestre;L-D: 06:00-22:00;37.651389;-5.548472;LORA DEL RIO;BP MATALLANA LORA DEL RIO
CARRETERA A-431 KM. 66,2;D;Terrestre;L: 06:00-22:00;37.690056;-5.449389;PRIORATO (EL);ES LOS MONOS
CARRETERA CARRETERA LORA DEL RIO - CARMONA, KM 2,5 KM. 2,5;N;Terrestre;L-D: 24H;37.63775;-5.535472;ALAMO (EL);BP EL ALAMO
AVENIDA DE ANDALUCIA, 125;I;Terrestre;L-D: 24H;37.524694;-5.252056;LUISIANA (LA);REPSOL
CALLE MADRID, 24;D;Terrestre;L-D: 24H;37.53025;-5.240222;LUISIANA (LA);PETROPLUS
POLIGONO CANTOSALES, 2;D;Terrestre;L-D: 24H;37.380972;-5.730833;MAIRENA DEL ALCOR;ALCOROIL S.L.
CARRETERA A392 KM. 19,500;N;Terrestre;L-D: 24H;37.379667;-5.736167;MAIRENA DEL ALCOR;GACOSUR MAIRENA
CALLE CAMINO DE ALCONCHEL, 42;D;Terrestre;"L-V: 07:00-22:00; S: 08:00-15:00";37.375889;-5.740778;MAIRENA DEL ALCOR;MAIRENA AGRICOLA,S.C.A
CALLE CALZADA AUXILIAR BLAS INF, 1;D;Terrestre;L-D: 24H;37.364;-5.757139;MAIRENA DEL ALCOR;A2D
CL CERVANTES, 110;D;Terrestre;L-D: 06:00-22:00;37.371;-5.75825;MAIRENA DEL ALCOR;REPSOL
CALLE CERVANTES, 110;I;Terrestre;L-V: 07:00-15:00;37.371361;-5.758444;MAIRENA DEL ALCOR;REPSOL
CARRETERA A392 KM. 19,900;N;Terrestre;L-D: 24H;37.381194;-5.732833;MAIRENA DEL ALCOR;ENERPLUS
CTRA/ MAIRENA DEL ALJARAFE - PALOMARES DEL RIO KM-1;D;Terrestre;L-D: 06:00-23:00;37.339028;-6.064944;MAIRENA DEL ALJARAFE;REPSOL
CALLE CL EXPOSICION - POLIGONO PISA, S.N. (SE-640), S/N;D;Terrestre;"L-S: 07:00-22:30; D: 08:00-22:30";37.352333;-6.056167;MAIRENA DEL ALJARAFE;REPSOL
AVENIDA CUBA, S/N;D;Terrestre;L-D: 24H;37.352083;-6.047417;MAIRENA DEL ALJARAFE;REPSOL
CALLE LONJA, 28;D;Terrestre;L-D: 24H;37.355111;-6.052278;MAIRENA DEL ALJARAFE;PETROPRIX
CALLE ARTESANIA, 11;N;Terrestre;L-D: 06:00-22:00;37.357;-6.057611;MAIRENA DEL ALJARAFE;ASC CARBURANTES
TRAVESÍA SAN IGNACIO, 37,3;I;Terrestre;L-D: 05:00-23:00;37.321722;-5.417889;MARCHENA;CEPSA
CR N-333 35,8;D;Terrestre;"L-S: 06:30-21:00; D: 07:00-21:00";37.329333;-5.409278;MARCHENA;REPSOL
TRAVESÍA SAN IGNACIO, 1;D;Terrestre;L-D: 24H;37.328139;-5.408972;MARCHENA;PETROBIKE
AUTOVIA A-92 KM. 53,800;D;Terrestre;"L-V: 06:00-22:00; S-D: 07:00-16:00";37.254111;-5.409556;MARCHENA;SHELL
CALLE CAMINO HONDO, 62;D;Terrestre;"L-S: 06:00-22:00; D: 08:00-22:00";37.321667;-5.408611;MARCHENA;AUTOLAVADOS
CR A92 km 62,2;D;Terrestre;L-D: 24H;37.228972;-5.323028;MARCHENA;REPSOL
CR A-92 km 62,2;I;Terrestre;L-D: 24H;37.230333;-5.322694;MARCHENA;REPSOL
CARRETERA AUTONOMICA 364 KM. 41;D;Terrestre;"L-V: 06:00-20:00; S: 06:00-14:00";37.285056;-5.441778;MARCHENA;CEPSA
CARRETERA CTRA. ECIJA- LA RODA, C-3310 KM. 36,600;I;Terrestre;L: 06:00-22:00;37.369639;-4.963861;MARINALEDA;SANTIAGO
POLIGONO LAS MAJADAS INDUSTRIAL, S/N;D;Terrestre;L-D: 06:00-21:30;37.108472;-4.961;MARTIN DE LA JARA;SHELL
AV LOS ALMENDRILLOS, S/N (CTRA SIERRA DE YEGUAS);D;Terrestre;L-S: 09:00-19:00;37.111111;-4.952444;MARTIN DE LA JARA;AGROJARA, SCA
CARRETERA CRTA SEVILLA - RONDA A-376 KM. 59,2;I;Terrestre;L-D: 06:00-22:00;37.149806;-5.738889;MOLARES (LOS);REPSOL
VILLAMARTIN, S/N;D;Terrestre;L-D: 06:00-22:00;36.99475;-5.576778;MONTELLANO;GALP
CALLE RONDA, 34;N;Terrestre;L-S: 08:00-21:00;36.992583;-5.566972;MONTELLANO;NO TIENE
CALLE DEL YESO, S/N;N;Terrestre;L-D: 24H;37.130194;-5.453222;MORON DE LA FRONTERA;BALLENOIL
CARRETERA MORON-SEVILLA, KM 1.5 KM. 1,5;D;Terrestre;L-V: 06:00-20:00;37.120472;-5.484694;MORON DE LA FRONTERA;BP EL FONTANAL
CALLE DE LA TRILLA, 1;N;Terrestre;L-D: 06:00-22:00;37.125722;-5.461528;MORON DE LA FRONTERA;GALP
CALLE PUERTA SEVILLA, 20;D;Terrestre;L-D: 06:00-22:00;37.12525;-5.452111;MORON DE LA FRONTERA;CEPSA
AVENIDA DE LA ASUNCION (C.C. EROSKI), S/N;N;Terrestre;L-S: 07:45-22:15;37.130722;-5.452889;MORON DE LA FRONTERA;FAMILY ENERGY
AV ALAMEDA, 49;N;Terrestre;L-D: 07:00-21:00;37.121083;-5.460222;MORON DE LA FRONTERA;REPSOL
CTRA. SE-150 km 21.2;I;Terrestre;"L-S: 07:00-20:00; D: 09:00-14:00";37.930778;-5.468083;NAVAS DE LA CONCEPCION;REPSOL
LARGA, S/N;N;Terrestre;L-D: 05:00-23:00;37.421821;-6.154216;OLIVARES;GASOLINERA OLIVARES
CARRETERA SE-510 KM. 10,850;N;Terrestre;L-D: 24H;37.422222;-6.139639;OLIVARES; EL OLIVO
CALLE LOS TRIGALES, 47;N;Terrestre;L-D: 24H;37.422639;-6.146722;OLIVARES;PLENOIL
CARRETERA OSUNA-EL SAUCEJO KM. 0,200;I;Terrestre;L: 24H;37.231972;-5.115278;OSUNA;COOPERATIVA
POLIGONO C/GUARNICIONEROS, 18,19;N;Terrestre;L-D: 06:00-22:00;37.245472;-5.109056;OSUNA;CEPSA
CALLE SOR ANGELA DE LA CRUZ, 85;D;Terrestre;L-D: 24H;37.237944;-5.113694;OSUNA;VOLAROIL
CARRETERA N-334 KM. 85,42;D;Terrestre;L-D: 06:00-22:00;37.237056;-5.127833;OSUNA;REPSOL
AUTOVIA A-92 KM. 89;N;Terrestre;L-D: 24H;37.233639;-5.087333;OSUNA;SHELL
CALLE SOR ANGELA DE LA CRUZ, 91;D;Terrestre;L-D: 24H;37.237556;-5.114944;OSUNA;PLENOIL
CALLE ALFONSO XII, 62;D;Terrestre;L-D: 06:00-22:00;37.23875;-5.113167;OSUNA;CEPSA
AUTOPISTA AP-4 KM. 20,2;D;Terrestre;L-D: 24H;37.19625;-5.911194;PALACIOS Y VILLAFRANCA;GALP
AVENIDA UTRERA, SN;D;Terrestre;L-D: 24H;37.162611;-5.910139;PALACIOS Y VILLAFRANCA;BP
AVDA. PARQUE NORTE S/N;N;Terrestre;L-D: 24H;37.168444;-5.928611;PALACIOS Y VILLAFRANCA;SHELL
CL AVENIDA DE CADIZ, 85 (N-4 km 569);I;Terrestre;L-D: 06:00-22:00;37.155;-5.925389;PALACIOS Y VILLAFRANCA;REPSOL
BULEVAR SIGLO XXI, 71;D;Terrestre;L-D: 24H;37.166528;-5.938111;PALACIOS Y VILLAFRANCA;COMBUSTIBLES Y LAVADO LOS PALACIOS
CALLE PROGRESO, 1;D;Terrestre;L-D: 24H;37.160972;-5.938667;PALACIOS Y VILLAFRANCA;BALLENOIL
CRTA. EL TROBAL - LOS PALACIOS,S.N. (CRTA. EL TROBAL - LOS PALACIOS, S.N.);D;Terrestre;"L-V: 08:00-20:00; S-D: 09:00-19:00";37.107627;-5.946355;TROBAL (EL);REPSOL
CALLE HERMANDAD, S/N;D;Terrestre;L-D: 24H;37.130556;-5.890306;MARIBAÑEZ;NO TIENE ROTULO
AVENIDA DEL ALJARAFE, 50;D;Terrestre;L-D: 24H;37.320389;-6.072;PALOMARES DEL RIO;BALLENOIL
AVENIDA ALJARAFE (DEL), 68;N;Terrestre;L-V: 08:00-20:00;37.320556;-6.070833;PALOMARES DEL RIO;BP
CARRETERA CARRETERA A 8058 KM. 6,7;D;Terrestre;L-D: 24H;37.315611;-6.035528;PALOMARES DEL RIO;Q8
PLAZA DEL PILAR, S/N;N;Terrestre;"L-V: 07:00-21:00; S: 08:30-19:30";37.291417;-5.496833;PARADAS;CEPSA
CARRETERA A-92 KM. 45;I;Terrestre;L-D: 24H;37.270056;-5.500389;PARADAS;SHELL
CARRETERA A-92 KM. 45;D;Terrestre;L-D: 24H;37.26925;-5.49975;PARADAS;SHELL
POLIGONO LOS ALBEROS VIAL 1, 21;I;Terrestre;L-D: 24H;37.288444;-5.505083;PARADAS;AGLA
CALLE EXTRAMUROS GANIVET, S/N;N;Terrestre;L-D: 24H;37.292528;-5.496556;PARADAS;COOPERATIVA AGRICOLA DE PARADAS, S.C.A.
CL MUELLE S/N;N;Terrestre;L-D: 24H;37.222444;-4.892444;PEDRERA;COOPERATIVA OLIVARERA DE PEDRERA, SCA
AVENIDA SANTO CRISTO, S/N, S/N;N;Terrestre;L-D: 07:00-21:00;37.228722;-4.893333;PEDRERA;REPSOL
CARRETERA A-432 KM. 30,150;I;Terrestre;L-D: 06:00-22:00;37.837278;-5.762444;PEDROSO (EL);REPSOL
POLIGONO EL MAJUELO, 47;N;Terrestre;L-D: 06:00-22:00;37.708472;-5.355556;PEÑAFLOR;LA MOVIL GRUPO PUERTAS
CARRETERA CTRA. C-431, KM. 62.8 KM. 62,8;D;Terrestre;L-D: 06:00-22:00;37.703139;-5.392389;PEÑAFLOR;REPSOL
PILAS-VILLAMANRIQUE km 1,5;N;Terrestre;L-D: 06:30-23:00;37.292472;-6.299472;PILAS;LOS VENTOLINES (AGLA)
AVENIDA DEL ALJARAFE,, 98;N;Terrestre;L-D: 06:00-22:00;37.301917;-6.289722;PILAS;E.S.ALCARAYON (BP OIL)
CARRETERA SE-631 KM. 3,900;D;Terrestre;L-D: 24H;37.271333;-6.302472;PILAS;CEPSA
PLAZA DE ESPAÑA, N;N;Terrestre;"L-V: 06:00-22:00; S: 08:00-14:00";37.301972;-6.296972;PILAS;U.S. CEPSA POSTE PILAS 
AVDA DEL ALJARAFE, 94;D;Terrestre;L: 09:00-21:30;37.30271;-6.289771;PILAS;COBELEN
AVENIDA ALJARAFE (EL), 80;D;Terrestre;L-D: 24H;37.302778;-6.291389;PILAS;BALLENOIL
AVENIDA DE LOS EMIGRANTES, S/N;D;Terrestre;L-D: 06:00-00:00;36.975361;-5.223;PRUNA;SCA AGRARIA SAN ANTON
CARRETERA PRUNA - OLVERA KM. 1,3;I;Terrestre;L: 07:00-23:00;36.963611;-5.229806;PRUNA;CEPSA
CR N-334 67,5;D;Terrestre;L-D: 07:00-21:00;37.229417;-5.322972;PUEBLA DE CAZALLA (LA);CAMPSA
AUTOVÍA A-92 km 66;D;Terrestre;L-D: 24H;37.226028;-5.287278;PUEBLA DE CAZALLA (LA);COOPERATIVA AGRARIA OLEAND S. COOP. AND. 
CARRETERA SEVILLA-MALAGA KM. 68;N;Terrestre;L-D: 24H;37.226917;-5.310778;PUEBLA DE CAZALLA (LA);OLEAND, S.COOP.AND
CR N-334, 69,2 (N-334 km 69,25);D;Terrestre;"L-S: 06:00-22:00; D: 06:00-14:00";37.226611;-5.306556;PUEBLA DE CAZALLA (LA);REPSOL
CARRETERA SE-141 KM. 11,325;N;Terrestre;"L-S: 06:00-21:00; D: 08:00-21:00";37.788389;-5.389972;PUEBLA DE LOS INFANTES;AGLA
CTRA. CONSTANTINA ,S/N km 27,7;N;Terrestre;L-D: 24H;37.781556;-5.393194;PUEBLA DE LOS INFANTES;CEPSA
CARRETERA PUEBLA DEL RIO-ISLA MAYOR KM. 5;I;Terrestre;L-D: 06:00-00:00;37.24925;-6.103222;PUEBLA DEL RIO (LA);APSCA
FINCA EL REBOSO S/N. (LOS PALACIOS-PINZON km 15);N;Terrestre;L-D: 24H;37.080389;-6.040389;PUEBLA DEL RIO (LA);CEPSA-ARROCEROS B.G.
AVDA. ISLA MAYOR,18;N;Terrestre;L-D: 06:30-23:00;37.262528;-6.069861;PUEBLA DEL RIO (LA);E.S. SALVADOR CABELLO
CALLE CARRIZALES, 2;D;Terrestre;L-D: 24H;37.261111;-6.076583;PUEBLA DEL RIO (LA);A&B 
CTRA. A-5.301 km 7.1;D;Terrestre;L-D: 06:00-22:00;37.944333;-6.16525;REAL DE LA JARA (EL);TJ OIL
CARRETERA NACIONAL IV KM. 529,8;I;Terrestre;L-D: 24H;37.433444;-5.834083;RINCONADA (LA);EASYGAS
CARRETERA A-431 KM. 133,9;D;Terrestre;"L-V: 07:00-21:00; S: 08:00-15:00";37.448833;-5.997139;RINCONADA (LA);CEPSA
CARRETERA SEVILLA-CAZALLA KM. 6,100;D;Terrestre;L-D: 24H;37.458472;-5.974444;RINCONADA (LA);E.S. LA CATRIA
CARRETERA A-8002 KM. 2;I;Terrestre;L-D: 06:00-22:00;37.451444;-5.976972;RINCONADA (LA);REPSOL
CR SE-118, 2,5;I;Terrestre;"L-V: 06:00-23:00; S-D: 07:00-23:00";37.478889;-5.952944;SAN JOSE DE LA RINCONADA;REPSOL
CARRERA SEVILLA-BRENES, 3,05;I;Terrestre;L-D: 06:00-22:00;37.485083;-5.950139;SAN JOSE DE LA RINCONADA;EASYGAS
CALLE ALFRED NOBEL, 2;N;Terrestre;L-D: 06:30-22:30;37.486833;-5.934722;SAN JOSE DE LA RINCONADA;BP
CARRETERA 8005 SEVILLA-LOS ROSALES KM. 10;N;Terrestre;L-D: 05:30-23:30;37.473056;-5.932306;SAN JOSE DE LA RINCONADA;SHELL
CALLE MIGUEL SERVET, 2;D;Terrestre;L-D: 24H;37.487722;-5.933833;SAN JOSE DE LA RINCONADA;BALLENOIL
AVENIDA DE BOYEROS, 14;D;Terrestre;L-D: 24H;37.489972;-5.94675;SAN JOSE DE LA RINCONADA;PLENOIL
CARRETERA MALAGA, GRANADA, SEVILLA KM. 124,90;I;Terrestre;L-S: 07:00-22:00;37.214444;-4.777056;RODA DE ANDALUCIA (LA);REPSOL
AUTOVIA AUTOVIA A-92 KM. 123;D;Terrestre;"L-V: 07:00-21:30; S-D: 07:30-21:30";37.19775;-4.796694;RODA DE ANDALUCIA (LA);SHELL
CARRETERA DE PEDRERA KM. 2;I;Terrestre;L-D: 24H;37.195583;-4.797972;RODA DE ANDALUCIA (LA);COOPERATIVA
CARRETERA AGUADULCE KM. S/N;N;Terrestre;L-S: 8:30-19:00;37.345611;-4.99475;RUBIO (EL);AGRICOLA DE EL RUBIO S.C.A.
CARRETERA SE-727 KM. 11,2;D;Terrestre;L-S: 07:00-21:00;37.344389;-4.995861;RUBIO (EL);LIBRE
SE-510 km 6,5;D;Terrestre;L-D: 24H;37.416;-6.101972;SALTERAS;AGLA
AVENIDA INDUSTRIA DE LA, 1;D;Terrestre;L-D: 24H;37.420833;-6.120139;SALTERAS;MALPESA
CALLE CASTILLA LA MANCHA, 181;N;Terrestre;L-D: 24H;37.455361;-6.055028;SALTERAS;TJ OIL
CARRETERA CTRA. TOMARÉS-SEVILLA KM. S/N;N;Terrestre;L-D: 07:00-23:00;37.372667;-6.033667;SAN JUAN DE AZNALFARACHE;GALP
CALLE RAMON Y CAJAL, S/N;N;Terrestre;"L-V: 06:00-22:00; S-D: 07:00-15:00";37.364778;-6.025139;SAN JUAN DE AZNALFARACHE;CEPSA
POLIGONO ALAVERA PARCELA 6.1, ;D;Terrestre;L-D: 24H;37.355083;-6.025444;SAN JUAN DE AZNALFARACHE;BP CROSS
CARRETERA SAN JUAN DE AZNALFARACHE-CAMAS KM. S/N;I;Terrestre;L-D: 06:00-22:00;37.371056;-6.027944;SAN JUAN DE AZNALFARACHE;REPSOL
CR SE-640, 0,7;I;Terrestre;L-D: 06:00-22:00;37.362639;-6.036583;SAN JUAN DE AZNALFARACHE;REPSOL
CARRETERA SE660 KM. 3,75;D;Terrestre;L-D: 06:00-23:00;37.348389;-6.026361;SAN JUAN DE AZNALFARACHE;BP LA PALMERA
CARRETERA SE-640 KM. 0,750;D;Terrestre;L-D: 06:00-23:59;37.363389;-6.039167;SAN JUAN DE AZNALFARACHE;SHELL
CARRETERA SAN JUAN DE AZNALFARACHE KM. 1;N;Terrestre;L-D: 24H;37.368861;-6.035389;SAN JUAN DE AZNALFARACHE;CARREFOUR
CALLE CRISTOBAL COLON, 49;D;Terrestre;L-D: 24H;37.386639;-6.197472;SANLUCAR LA MAYOR;CAMPSA
SANLUCAR-BENACAZÓN km 3;D;Terrestre;L-D: 06:00-00:00;37.367472;-6.196583;SANLUCAR LA MAYOR;SAJARDINES
CARRETERA N-630 KM. 808,40;N;Terrestre;L-D: 24H;37.429972;-6.037333;SANTIPONCE;BP SANTIPONCE
AVENIDA EXTREMADURA Nº1 (SE-184 km 1,2);D;Terrestre;L-D: 06:00-22:00;37.4445;-6.044889;SANTIPONCE;ITALICA OIL
CALLE FRAY ANTONIO, 51;N;Terrestre;L-D: 24H;37.07075;-5.089361;SAUCEJO (EL);SCA NTRA. SRA. DEL ROSARIO
CALLE TORNEO, 70;D;Terrestre;L-D: 24H;37.394861;-6.002472;SEVILLA;REPSOL
GLORIETA SAN DIEGO, S/N;D;Terrestre;L-S: 07:00-21:00;37.379639;-5.989611;SEVILLA;CEPSA GLTA.EL CID
CARRERA DE LA ESCLUSA, 10 (PUERTO OESTE), ;D;Terrestre;L-D: 24H;37.363694;-6.000694;SEVILLA;CEPSA
PASEO CRISTOBAL COLON, ;D;Terrestre;L-S: 07:00-21:00;37.386944;-6.000389;SEVILLA;CEPSA
RONDA RONDA DE CAPUCHINOS, 1;D;Terrestre;L-D: 24H;37.40025;-5.984556;SEVILLA;REPSOL
AVDA. DOCTOR FEDRIANI, 40 (BARRIADA BACHILLERA);N;Terrestre;L-D: 07:00-22:00;37.414389;-5.983528;SEVILLA;E.S. SAN LAZARO
CARRETERA SE-30 (CRTRA. VALDEZORRAS) KM. 0,1;D;Terrestre;L-D: 24H;37.416611;-5.955278;SEVILLA;REPSOL
CALLE SIERRA PARQUE SIERRA CASTRIL, S/N;N;Terrestre;L-D: 24H;37.417806;-5.975028;SEVILLA;CARREFOUR
CALLE ESCARPIA, 1;D;Terrestre;L-D: 24H;37.416;-5.957083;SEVILLA;CEPSA
CALLE GRAMIL, SN;D;Terrestre;L-D: 24H;37.403583;-5.962889;SEVILLA;CEPSA
CALLE GRAMIL, SN;I;Terrestre;"L-V: 06:00-22:00; S: 06:00-14:00";37.404167;-5.963361;SEVILLA;CEPSA
CALLE ESTRELLA VEGA, 20;D;Terrestre;L-D: 24H;37.429472;-5.968306;SEVILLA;Q8
CALLE GANIMEDES, 9;N;Terrestre;"L-S: 07:00-21:30; D: 10:00-21:30";37.433528;-5.971472;SEVILLA;COSTCO
CALLE ASTRONOMIA, 3;N;Terrestre;L-D: 24H;37.426833;-5.975417;SEVILLA;MOOVE
CARRETERA SEVILLA- BRENES S/N PLAN API - DMN - 04 KM. S/N;D;Terrestre;L-D: 24H;37.431972;-5.967361;SEVILLA;REPSOL
AVENIDA MEDINA Y GALNARES, 76;D;Terrestre;"L-V: 06:00-22:00; S: 07:00-22:00; D: 08:00-22:00";37.43075;-5.980083;SEVILLA;SAN JERONIMO GASOLINERA
CARRETERA SE-111 KM. 1,7;I;Terrestre;L-D: 24H;37.427917;-5.970917;SEVILLA;CEPSA
AVENIDA SAN JERONIMO, S/N;D;Terrestre;L-D: 24H;37.427361;-5.9785;SEVILLA;BALLENOIL
