direccion_estacion;margen_estacion;tipo_estacion;horario_estacion;latitud_estacion;longitud_estacion;nombre_localidad;nombre_empresa
AVDA DE ANDALUCIA S/N;N;Terrestre;L-D: 07:00-21:00;37.249611;-5.00525;AGUADULCE;REPSOL
AUTOVIA A-92 KM. 97;D;Terrestre;L-D: 24H;37.263528;-4.959194;AGUADULCE;CEPSA
AVENIDA DE ANDALUCIA, S/N;I;Terrestre;L-S: 08:00-20:00;37.251833;-5.001667;AGUADULCE;PURICON, S.C.A.
CR SE-162, 21,6;D;Terrestre;L: 06:00-22:00;38.034278;-5.708417;ALANIS;REPSOL
CARRETERA N-IV KM. 162,8;I;Terrestre;"L-V: 06:00-22:00; S-D: 07:00-22:00";37.2155;-5.919278;ALCALA DE GUADAIRA;CEPSA
AUTOPISTA A-92 KM. 7,700;I;Terrestre;L-D: 06:00-23:00;37.357361;-5.867;ALCALA DE GUADAIRA;NOVAOIL
DISEMINADO CR SEVILLA-MALAGA, 9,600;D;Terrestre;L-D: 24H;37.352278;-5.846472;ALCALA DE GUADAIRA;ZACATÍN 
AUTOVIA A-92 KM. 11,900;D;Terrestre;"L-V: 06:30-22:30; S-D: 07:00-22:30";37.343972;-5.820639;ALCALA DE GUADAIRA;BP E.S.BAELO
CALLE LA RED NUEVE, 15;D;Terrestre;L-S: 06:00-20:00;37.368111;-5.889417;ALCALA DE GUADAIRA;E.S. MAGDAOIL
CARRETERA A-8028 KM. 3;D;Terrestre;"L-V: 06:00-22:00; S: 06:00-14:00";37.376583;-5.908778;ALCALA DE GUADAIRA;REPSOL
CARRETERA A-8028 KM. 3;I;Terrestre;"L-V: 06:00-23:00; S: 06:00-22:00; D: 07:00-22:00";37.375694;-5.908694;ALCALA DE GUADAIRA;REPSOL
CARRETERA A-360 ALCALA-MORON KM. 4,400;D;Terrestre;"L-S: 06:00-21:30; D: 07:00-14:00";37.295722;-5.789278;ALCALA DE GUADAIRA;AGLA
CARRETERA C-432 KM. 156;D;Terrestre;L-D: 06:00-23:00;37.326556;-5.853056;ALCALA DE GUADAIRA;REPSOL
CR  SE-021 , P.K. 0,8 M.D.;D;Terrestre;L-D: 06:00-22:00;37.368639;-5.93475;ALCALA DE GUADAIRA;REPSOL
CARRETERA SEVILLA-UTRERA KM. 8;D;Terrestre;L-D: 06:00-22:30;37.308889;-5.889556;ALCALA DE GUADAIRA;REPSOL
CARRETERA A-92 KM. 4;I;Terrestre;L-D: 06:00-22:00;37.379361;-5.895806;ALCALA DE GUADAIRA;GALP
CL MAR CANTABRICO 13;N;Terrestre;L-D: 06:00-00:00;37.347583;-5.846611;ALCALA DE GUADAIRA;SHELL
A-92 SEVILLA-MALAGA km 5.900;I;Terrestre;L-V: 06:00-21:00;37.370056;-5.879972;ALCALA DE GUADAIRA;SHELL
SE-021 km 2.250;I;Terrestre;L-D: 06:00-22:00;37.372722;-5.92175;ALCALA DE GUADAIRA;SHELL
CARRETERA SEVILLA MALAGA KM. 4;D;Terrestre;L-D: 24H;37.376417;-5.890278;ALCALA DE GUADAIRA;BP
A-92 km 15,4;D;Terrestre;L-D: 24H;37.346333;-5.827611;ALCALA DE GUADAIRA;CEPSA
CARRETERA A-376 KM. 18;I;Terrestre;L-D: 06:00-22:00;37.242139;-5.834278;ALCALA DE GUADAIRA;CEPSA
SE-415 km 0,7;D;Terrestre;"L-V: 06:00-22:00; S-D: 07:00-15:00";37.329833;-5.859778;ALCALA DE GUADAIRA;CEPSA
ORELLANA, S/N (SE-410 km 3);I;Terrestre;L-D: 06:00-22:00;37.336611;-5.853972;ALCALA DE GUADAIRA;CEPSA
AUTOVIA A- 92 KM. 10;D;Terrestre;L-D: 24H;37.347806;-5.833972;ALCALA DE GUADAIRA;BALLENOIL
POLIGONO PÓLIGONO INDUSTRIAL CERRO CABEZA HERMOSA, AUTOVÍA A-92 KM 7,8, ;D;Terrestre;L-S: 09:30-22:00;37.352917;-5.858556;ALCALA DE GUADAIRA;ECONOIL
CALLE PALMETILLO CUATRO, S/N;D;Terrestre;L-D: 24H;37.374083;-5.909278;ALCALA DE GUADAIRA;PLENOIL
AUTOVIA CR.SEVILLA MALAGA KM. 7,5;D;Terrestre;L-D: 00:00-23:59;37.356889;-5.868306;ALCALA DE GUADAIRA;SHELL
CARRETERA A-398 KM. 2;I;Terrestre;L-D: 06:00-22:00;37.353583;-5.806556;ALCALA DE GUADAIRA;GASOLIVIA 
CARRETERA A-92 KM. 11;D;Terrestre;L-D: 24H;37.347556;-5.832222;ALCALA DE GUADAIRA;PETROPRIX
CALLE UNO, 16;D;Terrestre;L-S: 06:00-22:00;37.38175;-5.881083;ALCALA DE GUADAIRA;CEPSA
CARRETERA ALCALA DOS HERMANAS KM. 5,5;D;Terrestre;L-D: 24H;37.300528;-5.898;ACEBUCHAL (EL);OIL LINE
AVENIDA DE ANDALUCIA, S/N;D;Terrestre;L-D: 24H;37.523944;-5.978056;ALCALA DEL RIO;MOOVE
CARRETERA A-8006, KM.15 KM. ;D;Terrestre;L-D: 24H;37.509;-5.998111;ALCALA DEL RIO;PRODUCTORES DEL CAMPO, S.C.A.
CALLE VARIANTE CC-431, 127,4;I;Terrestre;L-D: 05:00-23:00;37.512083;-5.987306;ALCALA DEL RIO;CEPSA
CARRETERA SE 431 KM 89 KM. 89;I;Terrestre;L-D: 24H;37.617861;-5.667056;ALCOLEA DEL RIO;CEPSA
CARRETERA A-8079 KM. 2;I;Terrestre;L-D: 06:00-22:00;37.461806;-6.024528;ALGABA (LA);REPSOL
AVENIDA DE LA INDUSTRIA, 25;N;Terrestre;L-D: 24H;37.463111;-6.002056;ALGABA (LA);BALLENOIL
CALLE HORCAJO, ;N;Terrestre;L-D: 00:00-23:59;37.02025;-5.149528;ALGAMITAS;SIERRA DEL TERRIL SCA
CARRETERA C-421 KM. 113,8;I;Terrestre;V: 08:00-20:00;37.870444;-6.087806;ALMADEN DE LA PLATA;CAMPSA
CARRETERA SE-648 KM. 9,1;N;Terrestre;L-D: 06:00-22:00;37.313778;-6.093556;ALMENSILLA;M4 REPOST
CALLE ALISO, 32;D;Terrestre;L-D: 00:00-23:59;37.309917;-6.101306;ALMENSILLA;E S C
CARRETERA ARAHAL-EL CORONIL KM. 11;D;Terrestre;L-D: 07:00-21:00;37.234833;-5.555111;ARAHAL;S.C.A. LABRADORES DE LA CAMPIÑA
CALLE VILLAMARTIN, S/N;N;Terrestre;L-D: 06:30-22:30;37.251889;-5.550167;ARAHAL;BP
CR A-92, 44;D;Terrestre;L-D: 06:00-22:00;37.255611;-5.564444;ARAHAL;REPSOL
CR A-92, 44;I;Terrestre;L-D: 06:00-22:00;37.254917;-5.565806;ARAHAL;REPSOL
CALLE VILLAMARTÍN, 1;D;Terrestre;L-D: 06:00-22:00;37.256722;-5.549639;ARAHAL;CEPSA
AVENIDA VIRGEN DE MONTEMAYOR, 15;D;Terrestre;L-D: 24H;37.247056;-5.552722;ARAHAL;BALLENOIL
CARRETERA A-473 KM. 1;N;Terrestre;"L-S: 06:00-23:00; D: 08:00-23:00";37.311583;-6.242;AZNALCAZAR;AGLA AZNALCAZAR
AVENIDA ANDALUCIA, S/N;I;Terrestre;L-D: 06:00-22:00;37.516667;-6.267111;AZNALCOLLAR;CEPSA
CARRETERA BADOLATOSA KM. 0,300;D;Terrestre;L-D: 00:00-23:59;37.304;-4.677583;BADOLATOSA;GEDS
CALLE EXTRAMUROS,, S/N;D;Terrestre;L-V: 08:00-13:00 y 15:00-18:00;37.272111;-4.694361;BADOLATOSA;S.C.A. NTRA. SRA. DE LA FUENSANTA
CARRETERA A-473 KM. 2,800;D;Terrestre;L-D: 24H;37.362056;-6.2005;BENACAZON;AREA DE SERVICIO LAS NIEVES *
CARRETERA A-474 KM. 19;I;Terrestre;L-D: 24H;37.309333;-6.211083;BENACAZON;LA JULIANA
CARRETERA BOLLULLOS DE LA MITACION-UMBRETE KM. 2,500;D;Terrestre;L-D: 24H;37.362583;-6.144389;BOLLULLOS DE LA MITACION;GALP
POLIGONO POLÍGONO INDUSTRIAL P.I.B.O. - PARC. 295 Y 296, 295;N;Terrestre;L-D: 06:00-22:00;37.350444;-6.138417;BOLLULLOS DE LA MITACION;GALP
CALLE CALVARIO, 103;D;Terrestre;L-D: 07:00-22:00;37.333167;-6.140306;BOLLULLOS DE LA MITACION;AYBCARBURANTES
AVENIDA JUAN PABLO II, 6;D;Terrestre;L-D: 24H;37.334361;-6.139;BOLLULLOS DE LA MITACION;ESC
CALLE FRANCISCO TOMAS Y VALIENTE, 46;I;Terrestre;L-D: 24H;37.381111;-6.064972;BORMUJOS;AGLA
CARRETERA BORMUJOS-CASTILLEJA DE LA CUESTA KM. S/N;D;Terrestre;L-D: 24H;37.37725;-6.0665;BORMUJOS;BALLENOIL
AVENIDA JUAN DIEGO, 68;D;Terrestre;L-D: 24H;37.373472;-6.080111;BORMUJOS;AGLA, ES AGROENERGETICA LG
AVENIDA AVENIDA DE TOMAS Y VALIENTE, 1;D;Terrestre;L-D: 24H;37.381194;-6.064306;BORMUJOS;BP ALJAROIL S.L.
CARRETERA SE-620 KM. 0,8;D;Terrestre;"L-V: 05:30-23:30; S-D: 06:00-23:00";37.377806;-6.066056;BORMUJOS;REPSOL
CARRETERA SE-625 KM. 1,150;I;Terrestre;L-D: 24H;37.374667;-6.080472;BORMUJOS;REPSOL
CARRETERA SE-620 C.CUESTA-BOLLULLOS KM. 3;D;Terrestre;L-D: 06:00-22:00;37.36575;-6.087972;BORMUJOS;SHELL
AVENIDA DE SEVILLA, S/N;I;Terrestre;L-D: 06:00-22:00;37.543417;-5.878111;BRENES;CEPSA
CALLE JUNCAL (EL), 12;D;Terrestre;L-D: 24H;37.541944;-5.880389;BRENES;LOW COST LM EXPRESS
CR C-433, 23,4;D;Terrestre;"L-S: 07:30-21:30; D: 07:30-15:00";37.592278;-5.974444;BURGUILLOS;AGLA
CARRETERA SE-5206 KM. 0,4;I;Terrestre;L-D: 24H;36.971639;-5.935278;CABEZAS DE SAN JUAN (LAS);AGRECA,S.C.A
AVENIDA PABLO IGLESIAS, 80;D;Terrestre;L-D: 24H;36.976306;-5.948944;CABEZAS DE SAN JUAN (LAS);ESTACIONES DE SERVICIO GASOLIVIA
POLIGONO MARISMILLAS  KM,  2, 2;D;Terrestre;L-D: 24H;37.001583;-5.999778;CABEZAS DE SAN JUAN (LAS);COOPERATIVA
NACIONAL IV km 594,50;D;Terrestre;"L-V: 06:00-22:00; S: 07:00-13:00";36.97175;-5.866278;CABEZAS DE SAN JUAN (LAS);REPSOL
AVENIDA FEDERICO GARCIA LORCA, 51;D;Terrestre;L-D: 06:00-22:00;36.988833;-5.935417;CABEZAS DE SAN JUAN (LAS);RED AHORRO 
AVENIDA JESUS NAZARENO, 99;D;Terrestre;L-D: 24H;36.99225;-5.94025;CABEZAS DE SAN JUAN (LAS);LAVABU
CARRETERA A-471 KM. 16,600;I;Terrestre;L-D: 05:30-23:30;36.974917;-5.960667;CABEZAS DE SAN JUAN (LAS);SHELL
AUTOPISTA AP-4 KM. 45;I;Terrestre;L-D: 24H;37.000861;-5.938889;CABEZAS DE SAN JUAN (LAS);ENI
CALLE BLAS INFANTE, 43;I;Terrestre;L-D: 24H;36.984917;-5.935167;CABEZAS DE SAN JUAN (LAS);CEPSA
POLIGONO MARISMILLAS, S/N;D;Terrestre;"L-S: 06:30-21:30; D: 08:00-21:00";37.002333;-6.000194;MARISMILLAS;MORA Y CIUDAD COMBUSTIBLES 
CALLE C/ POETA MUÑOZ SAN ROMÁN, ;N;Terrestre;L-D: 24H;37.390778;-6.030722;CAMAS;CARREFOUR
CR SE-610, 0,9;D;Terrestre;L-D: 06:00-22:00;37.381722;-6.026333;CAMAS;REPSOL
CALLE SAN JUAN DE AZNALFARACHE, ;D;Terrestre;L-D: 06:30-22:30;37.385583;-6.031444;CAMAS;BP VEGA DEL REY
CARRETERA EXTREMADURA KM. 28;D;Terrestre;L-D: 24H;37.415194;-6.035972;CAMAS;7267
CALLE SANTA CRUZ, 4;D;Terrestre;L-D: 24H;37.418;-6.036389;CAMAS;BALLENOIL
CR N-4, 487;I;Terrestre;L-D: 24H;37.505306;-5.441361;CAMPANA (LA);REPSOL
AUTOVIA A-4 KM. 482,100;D;Terrestre;L-D: 24H;37.506722;-5.379528;CAMPANA (LA);CEPSA
AUTOVIA AUTOVIA A4 KM. 483;D;Terrestre;L-D: 06:00-22:00;37.508139;-5.389056;CAMPANA (LA);RUTA 4
AVENIDA DE LORA DEL RIO, S/N;D;Terrestre;L-D: 24H;37.572111;-5.429139;CAMPANA (LA);MEROIL
AVDA. CARMONA, S/N;N;Terrestre;L-D: 24H;37.570889;-5.430528;CAMPANA (LA);OLIVARERA LA CAMPANA, S.C.A.
CARRETERA SE-9104 KM. 11,250;I;Terrestre;"L-V: 06:00-22:00; S: 06:00-14:00";37.592139;-5.200139;CAÑADA ROSAL;COENCA
CARRETERA SE-135 KM. 0,35;I;Terrestre;L-S: 07:00-21:00;37.594389;-5.201;CAÑADA ROSAL;GASOLINERA CAÑADA ROSAL S.L.
PROLONGACIO/PROLONGACIÓN BLAZCO IBAÑEZ, S;D;Terrestre;L-S: 09:00-19:00;37.600861;-5.214806;CAÑADA ROSAL;LA CARROSALEÑA S.C.A
CALLE ALFAREROS, 11;D;Terrestre;L-D: 24H;37.615806;-5.819389;CANTILLANA;BALLENOIL
CARRETERA A-436 KM. 5,300;D;Terrestre;L-D: 06:00-22:00;37.617278;-5.833694;CANTILLANA;E.S. LOS PAJARES-AGLA
CARRETERA A-8005 KM. 21,5;D;Terrestre;L-D: 24H;37.576778;-5.805278;CANTILLANA;LA ESTACION-AGLA
AVENIDA GRANADA, 3;I;Terrestre;"L-V: 06:00-21:00; S: 06:00-20:00; D: 08:00-20:00";37.615667;-5.819833;CANTILLANA;PETRONOR
 CARRETERA ESTACIÓN S/N, ;D;Terrestre;L-D: 06:00-22:00;37.605389;-5.820083;CANTILLANA;REPSOL
CARRETERA SE-122 KM. 0,65;D;Terrestre;L-D: 06:00-22:00;37.482583;-5.644111;CARMONA;SAN TEODOMIRO
POLIGONO DE BRENES CALLE H, 52;N;Terrestre;L-D: 24H;37.460611;-5.656528;CARMONA;BALLENOIL
CARRETERA S-206 KM. 6,9;I;Terrestre;L-D: 24H;37.426944;-5.757167;CARMONA;E.S.LOS MOLINILLOS
CARRETERA CARRETERA N-IV KM. 507;D;Terrestre;L-D: 06:00-22:00;37.468417;-5.633444;CARMONA;SEDIGAS, S.L.
POLIGONO POLIGONO INDUSTRIAL BRENES-CALLE D-PARCELA 19, 19;N;Terrestre;L-D: 06:00-22:00;37.462056;-5.65875;CARMONA;SARAS ENERGIA
CALLE MERCURIO, 22;N;Terrestre;L-D: 24H;37.439222;-5.779556;CARMONA;OPERADORA SEVILLANA
CALLE ALABARDERO P.I.EL PILERO, S/N;D;Terrestre;L-D: 24H;37.478917;-5.647556;CARMONA;BURBUJAS
CARRETERA N-4 KM. 519,5;D;Terrestre;L-D: 06:00-22:00;37.451111;-5.769167;CARMONA;REPSOL
CALLE SEVILLA, 82;D;Terrestre;"L-V: 06:00-21:00; S: 06:00-20:00; D: 08:00-20:00";37.467389;-5.650389;CARMONA;REPSOL
PASEO PASEO CRUZ DEL CARMEN, S/N;D;Terrestre;"L-S: 06:00-22:00; D: 09:00-14:00";37.465056;-5.650917;CARMONA;REPSOL
POLIGONO IND. EL PILERO C/ALBARDONEROS, 2;N;Terrestre;L-D: 06:00-22:00;37.479694;-5.651056;CARMONA;BP AVICAN CARMONA
AUTOVIA A-92 KM. 24;D;Terrestre;"L-V: 06:00-22:00; S-D: 07:00-22:00";37.295528;-5.711833;CARMONA;CEPSA
AUTOVIA A-92 KM. 24,000;I;Terrestre;L-V: 06:00-22:00;37.296194;-5.711278;CARMONA;CEPSA
CARRETERA BRENES KM. 1,2;N;Terrestre;L-D: 24H;37.480806;-5.654;CARMONA;AGRICOLA CARMONENSE S.C.A.
AUTOVIA A-4 KM. 497;D;Terrestre;"L-S: 07:00-22:00; D: 10:00-22:00";37.483806;-5.541306;CARMONA;AGLA
AUTOPISTA AUTOPISTA SEVILLA-HUELVA KM. 28;I;Terrestre;L-D: 24H;37.358194;-6.323778;CARRION DE LOS CESPEDES;BP A-49 PILAS
CALLE CARRETERA DE HERRERA, 1;I;Terrestre;L-D: 06:00-22:00;37.296556;-4.765083;CASARICHE;REPSOL
CARRETERA DE ESTEPA, 19;D;Terrestre;L-D: 06:00-10:00;37.295972;-4.764528;CASARICHE;41037733
CALLE CARBONEROS, 6;D;Terrestre;L-D: 24H;37.290583;-4.778722;CASARICHE;GASOLINERA SANTA BARBARA
CARRETERA 433 KM. 34,100;D;Terrestre;L: 06:00-21:00;37.669889;-5.988222;CASTILBLANCO ARROYOS;REPSOL
CENTRO COMERCIAL AIRESUR-IKEA S/N;N;Terrestre;L-D: 24H;37.385722;-6.046361;CASTILLEJA DE LA CUESTA;BP BENCIR(IKEA-CASTILLEJA)
CALLE CAMILO JOSE CELA, 7;N;Terrestre;L-D: 24H;37.383611;-6.050667;CASTILLEJA DE LA CUESTA;EUROPA 1
CARRETERA NACIONAL 433 KM. 47;I;Terrestre;L-D: 06:00-22:00;37.67825;-6.253528;ARROYO DE LA PLATA;AGLA
CARRETERA NACIONAL 433 KM. 51,8;D;Terrestre;L-D: 06:00-22:00;37.706;-6.299944;CASTILLO DE LAS GUARDAS;ESTACION EL CASTILLO
A-432 km 45,5;D;Terrestre;L-D: 24H;37.92225;-5.763222;CAZALLA DE LA SIERRA;CEPSA
CARRETERA A-455 KM. 0;D;Terrestre;L-V: 07:00-14:00;37.936528;-5.758944;CAZALLA DE LA SIERRA;CEPSA
CALLE ARZOBISPO, S/N;I;Terrestre;L-S: 08:00-15:00 y 16:00-19:00;37.867417;-5.622194;CONSTANTINA;VIRGEN DEL ROBLEDO SCA
CARRETERA C-432 KM. 74,2;D;Terrestre;L-D: 06:00-22:00;37.862111;-5.6185;CONSTANTINA;REPSOL
AVENIDA BLAS INFANTE, 41;I;Terrestre;L-D: 06:00-23:00;37.292389;-6.059472;CORIA DEL RIO;REPSOL
AVENIDA BLANCA PALOMA, S/N;N;Terrestre;L-D: 24H;37.282389;-6.061944;CORIA DEL RIO;Q8 EASY
AVDA. BATÁN, 85;N;Terrestre;L-D: 06:30-23:00;37.292556;-6.046944;CORIA DEL RIO;E.S. EL ROCIO
ACCESO CTR. SEVILLA - CORIA, KM. 11, ;D;Terrestre;L-D: 24H;37.29375;-6.058278;CORIA DEL RIO;PLENOIL
AVENIDA PALOMARES, 104;D;Terrestre;L-D: 24H;37.295861;-6.053139;CORIA DEL RIO;BALLENOIL
CARRETERA CTRA. SE-647 ALMENSILLA-CORIA KM 8.320 KM. 8,320;D;Terrestre;L-D: 06:30-22:30;37.289778;-6.071944;CORIA DEL RIO;E.S. IÑIGO
AV PABLO PICASSO 36;D;Terrestre;L-D: 07:00-22:30;36.972861;-5.439806;CORIPE;COOPERATIVA
INDUSTRIA 9 (CASCO URBANO);N;Terrestre;L-D: 06:00-23:00;37.079389;-5.6315;CORONIL (EL);SCA SAN ROQUE
CALLE COLON, 9;D;Terrestre;"L-S: 06:00-21:00; D: 06:00-14:00";37.080361;-5.635361;CORONIL (EL);REPSOL
CARRETERA A-375 KM. 24;D;Terrestre;"L-V: 06:00-22:00; S-D: 07:00-22:00";37.017917;-5.608639;CORONIL (EL);SOL
LOS CORRALES - M. JARA (CTRA. A-360 km 102,6);I;Terrestre;"L-S: 07:00-22:00; D: 08:00-21:00";37.101917;-4.974944;CORRALES (LOS);AGLA
POLIGONO INDUSTRIAL LOS BALDIOS, S/N;N;Terrestre;L-D: 24H;37.1035;-4.989111;CORRALES (LOS);CEPSA-LA DEHESA S.C.A.
CALLE MANUEL LOPEZ DE SORIA, 9;I;Terrestre;"L-S: 06:00-22:00; D: 08:00-14:00";36.853167;-6.040611;CUERVO DE SEVILLA (EL);REPSOL
CARRETERA NACIONAL IV KM. 614,500;D;Terrestre;L-D: 24H;36.863889;-6.033889;CUERVO DE SEVILLA (EL);COTREL
CR. NACIONAL IV km 613,700;I;Terrestre;L-D: 06:00-22:30;36.867167;-6.029806;CUERVO DE SEVILLA (EL);REPSOL
CARRETERA NACIONAL IV KM. 613,8;D;Terrestre;L-D: 24H;36.866639;-6.031222;CUERVO DE SEVILLA (EL);ECONOIL
CALLE TORNERO, 4;N;Terrestre;L: 06:30-22:30;36.858111;-6.034944;CUERVO DE SEVILLA (EL);E.S. RODALABOTA
AVENIDA 4 DE DICIEMBRE, 554;D;Terrestre;L-D: 24H;37.278333;-5.934167;DOS HERMANAS;PETROPRIX
CARRETERA DE EL COPERO KM. 0;D;Terrestre;L-D: 24H;37.291972;-5.986889;DOS HERMANAS;HAM
AVENIDA 4 DE DICIEMBRE, 4;D;Terrestre;L-D: 24H;37.281611;-5.938083;DOS HERMANAS;SEAT
AVENIDA ANDALUCIA, 183;N;Terrestre;L-D: 24H;37.264111;-5.920167;DOS HERMANAS;PETROPRIX
CARRETERA ISLA MENOR S/N KM. S/N;D;Terrestre;L-D: 24H;37.281611;-5.990278;DOS HERMANAS;BDMED
CALLE TAJO, S/N;D;Terrestre;L-D: 24H;37.287806;-5.90575;DOS HERMANAS;AUTOFUEL EXPRESS
CALLE ANFORA, 5;D;Terrestre;"L-V: 07:00-21:00; S: 08:00-14:00";37.266778;-5.998722;DOS HERMANAS;AGLA
RD CIRCUNVALACION CON N-IV;N;Terrestre;L-D: 24H;37.28675;-5.936694;DOS HERMANAS;BP GALISES II
CARRETERA MADRID-CADIZ KM. 555,5;I;Terrestre;L-D: 06:00-22:00;37.274028;-5.931194;DOS HERMANAS;BP NUESTRA SEÑORA DE VALME
GL CATAELGALLO;N;Terrestre;L-D: 24H;37.279944;-5.909611;DOS HERMANAS;SHELL
CALLE AS, SN;D;Terrestre;"L-V: 06:00-22:00; S: 08:00-15:00";37.279806;-5.990528;DOS HERMANAS;SHELL
CARRETERA E-05/N-IV KM. 554,50;D;Terrestre;L-D: 05:30-23:30;37.277194;-5.934306;DOS HERMANAS;SHELL
CR N-IV KM.  560.75;N;Terrestre;L-D: 06:00-00:00;37.229889;-5.92775;DOS HERMANAS;SHELL
CARRETERA SEVILLA - CADIZ KM 555 ESQUINA CALLE DOCTOR FLEMING KM. 555;N;Terrestre;L-D: 24H;37.283139;-5.936778;DOS HERMANAS;CARREFOUR
ROTONDA ADOLFO SUAREZ, 54;N;Terrestre;"L-S: 06:00-23:00; D: 07:00-23:00";37.2985;-5.925028;DOS HERMANAS;OCTANOS
AVENIDA DE ANDALUCIA, 230;D;Terrestre;L-D: 24H;37.270389;-5.920611;DOS HERMANAS;CEPSA
C/ AVENIDA 28 DE FEBRERO, 12;N;Terrestre;L-D: 06:00-22:30;37.288194;-5.91575;DOS HERMANAS;REPSOL
CARRERA N IV K.M.552,4, 2;D;Terrestre;"L-V: 07:00-21:00; S: 07:00-15:00";37.295583;-5.952611;DOS HERMANAS;CEPSA
A-4 km 552,4;I;Terrestre;"L-V: 07:00-21:00; S: 07:00-15:00";37.296389;-5.952556;DOS HERMANAS;CEPSA
CALLE VIA APIA, 62;D;Terrestre;L-D: 24H;37.347611;-5.938278;DOS HERMANAS;BP MONTEQUINTO
AVENIDA DE LAS UNIVERSIDADES, S/N;N;Terrestre;L-D: 24H;37.315611;-5.941583;DOS HERMANAS;BP ENTRENUCLEOS
AVENIDA DE LA LIBERTAD, 7;D;Terrestre;L-D: 24H;37.29;-5.933694;DOS HERMANAS;PETROPRIX
CALLE RIO VIEJO ESQ.CTRA.EL COPERO.P.IND.CTRA. DE LA ISLA, S/N;N;Terrestre;"L-V: 06:00-22:00; S: 06:00-14:00";37.293222;-5.989333;DOS HERMANAS;OCTANOS
PLAZA MAYOR, 5;N;Terrestre;L-D: 24H;37.1975;-5.95825;DOS HERMANAS;CEPSA
CARRETERA E-05/N-IV KM. 553,800;D;Terrestre;L-D: 24H;37.280972;-5.937583;DOS HERMANAS;BALLENOIL
AUTOVIA SEVILLA UTRERA MARGEN DERECHA KM. 2,500;D;Terrestre;L-D: 24H;37.345028;-5.93425;QUINTO;GALP
CALLE CARRETERA CAÑADA DEL ROSAL, 1;D;Terrestre;L-D: 24H;37.549833;-5.089333;ECIJA;BALLENOIL
AVENIDA GENIL, 18;D;Terrestre;L-D: 24H;37.534194;-5.079361;ECIJA;SANTIAGO
PROLONGACIO/PROLONGACIÓN POLIGONO INDUSTRIAL QUINTA DE MACHADO, SN;D;Terrestre;L-D: 24H;37.546694;-5.053056;ECIJA;TRANSPORTES TEU, S.C.A.
CARRETERA CTRA. MADRID-CADIZ KM. 456,400;I;Terrestre;L-D: 08:00-21:00;37.529528;-5.098861;ECIJA;SANTIAGO
AVENIDA DOCTOR FLEMING, 45;D;Terrestre;L-S: 07:30-14:30;37.541806;-5.073111;ECIJA;REPSOL
AUTOVIA A-4 KM. 465;I;Terrestre;L-D: 06:00-21:00;37.523556;-5.209056;ECIJA;REPSOL
POLIGONO EL BARRERO, C/ ARTESANOS, 29;N;Terrestre;"L-S: 06:00-23:00; D: 07:00-23:00";37.547333;-5.0905;ECIJA;EL BARRERO
PROLONGACIO/PROLONGACIÓN AVDA.  DEL  GENIL,  S/N, S/N;N;Terrestre;L-D: 24H;37.529361;-5.082139;ECIJA;CARREFOUR
AUTOVIA A-4 KM. 450;D;Terrestre;L-D: 05:30-23:30;37.5485;-5.045083;ECIJA;ASTIGI - ÉCIJA  - 5:30H A 23:30H
AUTOVIA MADRID-SEVILLA km 441,500;I;Terrestre;L-D: 07:00-23:00;37.603472;-4.969861;ECIJA;SHELL
CARRETERA E-5/A-4 KM. 460;D;Terrestre;L-D: 06:00-22:00;37.523194;-5.143778;ECIJA;CEPSA
CARRETERA A-364 KM. 7;I;Terrestre;L-S: 07:00-14:00;37.4895;-5.164833;ECIJA;GENIL
CARRETERA C-430 KM. 1;D;Terrestre;L-D: 24H;37.54875;-5.045472;ECIJA;REPSOL
AUTOVIA DE ANDALUCIA km 458;I;Terrestre;L: 06:00-21:00;37.525167;-5.115111;ECIJA;COESAGRO,S.C.A.
CARRETERA ECIJA-FTE. PALMERA KM. 1,5;I;Terrestre;L-D: 07:00-23:00;37.562222;-5.069;ECIJA;CAPI
POLIGONO PARCELA 24 DEL SECTOR I-06/1 POLIGONO, S/N;I;Terrestre;L: 24H;37.530944;-5.083694;ECIJA;GEDS
CALLE DEHESA DE LAS YEGUAS, 4;D;Terrestre;L-D: 06:00-22:00;37.521972;-5.155444;VILLANUEVA DEL REY;BQP FUEL
CALLE NUESTRA SEÑORA DEL ROSARIO, 23;I;Terrestre;L-D: 24H;37.384278;-6.093056;ESPARTINAS;C2I
CALLE JARDINES DE TRIANA, 1;D;Terrestre;"L-V: 05:30-23:30; S-D: 06:00-23:00";37.382139;-6.115194;ESPARTINAS;BP
CARRETERA A8076 KM. 7;D;Terrestre;"L-V: 05:30-23:30; S-D: 06:00-23:30";37.384056;-6.159583;ESPARTINAS;BEST FUEL
CARRETERA A-8076 KM. 8,5;I;Terrestre;L-D: 06:00-00:00;37.383361;-6.110194;ESPARTINAS;SHELL
CARRETERA N-431 KM. 562;I;Terrestre;L-D: 06:00-00:00;37.380972;-6.136389;ESPARTINAS;SHELL
AUTOVIA A 92 km 113.700;I;Terrestre;L-D: 06:00-00:00;37.275778;-4.801167;ESTEPA;SHELL
AUTOVIA A-92 KM. 105,250;D;Terrestre;L-D: 06:00-23:00;37.301889;-4.88;ESTEPA;REPSOL
AVENIDA DE ANDALUCIA, 32;N;Terrestre;L-D: 06:00-22:00;37.291389;-4.882472;ESTEPA;BP MISAN GASOLINERA
